rain,21513,0.46077092687868526,0
rani,20994,0.46077092687868526,0
rami,6480,0.46077092687868526,0
rams,5603,0.46077092687868526,0
ramson,615,0.46077092687868526,0
ramsons,113,0.46077092687868526,0
rape,7940,0.46077092687868526,0
raper,2329,0.46077092687868526,0
raps,4299,0.46077092687868526,0
rapier,745,0.46077092687868526,0
rapine,1059,0.46077092687868526,0
raia,12409,0.46077092687868526,0
raias,3907,0.46077092687868526,0
rasp,4357,0.46077092687868526,0
rasper,623,0.46077092687868526,0
raspier,183,0.46077092687868526,0
aims,7002,0.46077092687868526,0
asana,5265,0.46077092687868526,0
asper,2763,0.46077092687868526,0
aspen,3085,0.46077092687868526,0
aspens,672,0.46077092687868526,0
aspire,530,0.46077092687868526,0
aspirer,141,0.46077092687868526,0
assai,2628,0.46077092687868526,0
fuji,342,0.46077092687868526,0
fret,12233,0.46077092687868526,0
frena,3545,0.46077092687868526,0
fens,12398,0.46077092687868526,0
feria,3682,0.46077092687868526,0
arms,5627,0.46077092687868526,0
amis,7018,0.46077092687868526,0
amiss,1210,0.46077092687868526,0
amia,7028,0.46077092687868526,0
amias,2144,0.46077092687868526,0
aper,10096,0.46077092687868526,0
apsis,860,0.46077092687868526,0
ansa,21109,0.46077092687868526,0
anosmia,346,0.46077092687868526,0
anosmias,66,0.46077092687868526,0
anas,20059,0.46077092687868526,0
ains,23076,0.46077092687868526,0
airer,6416,0.46077092687868526,0
airt,17905,0.46077092687868526,0
airn,15981,0.46077092687868526,0
airns,4513,0.46077092687868526,0
arena,8536,0.46077092687868526,0
arenas,2235,0.46077092687868526,0
artier,2907,0.46077092687868526,0
ariosi,1242,0.46077092687868526,0
marina,881,0.46077092687868526,0
mana,9723,0.46077092687868526,0
maps,2351,0.46077092687868526,0
mass,4266,0.46077092687868526,0
massa,1276,0.46077092687868526,0
mason,2661,0.46077092687868526,0
masons,666,0.46077092687868526,0
mane,16315,0.46077092687868526,0
mans,9909,0.46077092687868526,0
mania,3556,0.46077092687868526,0
mano,11747,0.46077092687868526,0
manos,3556,0.46077092687868526,0
manor,3155,0.46077092687868526,0
mispen,341,0.46077092687868526,0
mispens,79,0.46077092687868526,0
miss,3912,0.46077092687868526,0
miso,7698,0.46077092687868526,0
misos,1689,0.46077092687868526,0
ruin,8184,0.46077092687868526,0
jinn,2442,0.46077092687868526,0
jinni,760,0.46077092687868526,0
jarina,275,0.46077092687868526,0
jams,897,0.46077092687868526,0
jape,1267,0.46077092687868526,0
japer,428,0.46077092687868526,0
jasper,117,0.46077092687868526,0
jane,5031,0.46077092687868526,0
sima,7018,0.46077092687868526,0
simar,1793,0.46077092687868526,0
simas,1593,0.46077092687868526,0
sims,4595,0.46077092687868526,0
snap,6130,0.46077092687868526,0
snaps,1258,0.46077092687868526,0
snip,5020,0.46077092687868526,0
snipe,2416,0.46077092687868526,0
sniper,823,0.46077092687868526,0
snips,1055,0.46077092687868526,0
snit,19050,0.46077092687868526,0
sonar,5031,0.46077092687868526,0
sone,28575,0.46077092687868526,0
sons,12612,0.46077092687868526,0
sorn,13600,0.46077092687868526,0
sorner,2267,0.46077092687868526,0
sorns,3313,0.46077092687868526,0
sori,12859,0.46077092687868526,0
sorrier,351,0.46077092687868526,0
sora,14562,0.46077092687868526,0
inarm,3111,0.46077092687868526,0
inarms,820,0.46077092687868526,0
injure,143,0.46077092687868526,0
injurer,45,0.46077092687868526,0
inane,15680,0.46077092687868526,0
inaner,5315,0.46077092687868526,0
isospin,129,0.46077092687868526,0
tref,12653,0.46077092687868526,0
trepan,1421,0.46077092687868526,0
trepans,365,0.46077092687868526,0
tepa,12493,0.46077092687868526,0
tepas,3481,0.46077092687868526,0
tens,33863,0.46077092687868526,0
tensor,2922,0.46077092687868526,0
tenia,13339,0.46077092687868526,0
tenor,10806,0.46077092687868526,0
terra,8221,0.46077092687868526,0
terrain,1050,0.46077092687868526,0
terrains,261,0.46077092687868526,0
terai,12474,0.46077092687868526,0
